Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2017,Male,Part-time,,Scotland,"Process, plant and machine operatives",,8786,acceptable
2017,Male,Part-time,,Scotland,Professional occupations,,16027,acceptable
2017,Male,Part-time,,Scotland,Sales and customer service occupations,,8487,acceptable
2017,Male,Part-time,,Scotland,Skilled trades occupations,,x,unacceptable
2017,Male,Part-time,,Scotland,,,9993,reasonably precise
2017,Male,Part-time,,South East,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,South East,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,South East,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,South East,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,South East,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,South East,"Process, plant and machine operatives",,x,unacceptable
2017,Male,Part-time,,South East,Professional occupations,,x,unacceptable
2017,Male,Part-time,,South East,Sales and customer service occupations,,8691,reasonably precise
2017,Male,Part-time,,South East,Skilled trades occupations,,10438,acceptable
2017,Male,Part-time,,South East,,,9360,reasonably precise
2017,Male,Part-time,,South West,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,South West,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,South West,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,South West,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,South West,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,South West,"Process, plant and machine operatives",,9519,acceptable
2017,Male,Part-time,,South West,Professional occupations,,18468,acceptable
2017,Male,Part-time,,South West,Sales and customer service occupations,,7666,reasonably precise
2017,Male,Part-time,,South West,Skilled trades occupations,,11172,acceptable
2017,Male,Part-time,,South West,,,9381,reasonably precise
2017,Male,Part-time,,Wales,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,Wales,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,Wales,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,Wales,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,Wales,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,Wales,"Process, plant and machine operatives",,9165,acceptable
2017,Male,Part-time,,Wales,Professional occupations,,x,unacceptable
2017,Male,Part-time,,Wales,Sales and customer service occupations,,x,unacceptable
2017,Male,Part-time,,Wales,Skilled trades occupations,,x,unacceptable
2017,Male,Part-time,,Wales,,,9262,acceptable
2017,Male,Part-time,,West Midlands,Administrative and secretarial occupations,,10551,acceptable
2017,Male,Part-time,,West Midlands,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,West Midlands,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,West Midlands,Elementary occupations,,8441,acceptable
2017,Male,Part-time,,West Midlands,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,West Midlands,"Process, plant and machine operatives",,10268,acceptable
2017,Male,Part-time,,West Midlands,Professional occupations,,x,unacceptable
2017,Male,Part-time,,West Midlands,Sales and customer service occupations,,8555,reasonably precise
2017,Male,Part-time,,West Midlands,Skilled trades occupations,,11559,acceptable
2017,Male,Part-time,,West Midlands,,,9971,
2017,Male,Part-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,8279,acceptable
2017,Male,Part-time,,Yorkshire and The Humber,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,Professional occupations,,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,Sales and customer service occupations,,8408,reasonably precise
2017,Male,Part-time,,Yorkshire and The Humber,Skilled trades occupations,,x,unacceptable
2017,Male,Part-time,,Yorkshire and The Humber,,,9000,reasonably precise
2017,Male,Part-time,,,Administrative and secretarial occupations,,9360,reasonably precise
2017,Male,Part-time,,,Associate professional and technical occupations,,9935,acceptable
2017,Male,Part-time,,,"Caring, leisure and other service occupations",,8069,reasonably precise
2017,Male,Part-time,,,Elementary occupations,,7273,reasonably precise
2017,Male,Part-time,,,"Managers, directors and senior officials",,12009,reasonably precise
2017,Male,Part-time,,,"Process, plant and machine operatives",,9764,reasonably precise
2017,Male,Part-time,,,Professional occupations,,16789,reasonably precise
2017,Male,Part-time,,,Sales and customer service occupations,,8683,
2017,Male,Part-time,,,Skilled trades occupations,,10909,reasonably precise
2017,Male,Part-time,,,,Accommodation and food service activities,7381,reasonably precise
2017,Male,Part-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,x,unacceptable
2017,Male,Part-time,,,,Administrative and support service activities,8415,acceptable
2017,Male,Part-time,,,,"Agriculture, forestry and fishing",x,unacceptable
2017,Male,Part-time,,,,"Arts, entertainment and recreation",x,unacceptable
2017,Male,Part-time,,,,Construction,11232,acceptable
2017,Male,Part-time,,,,Education,11318,reasonably precise
2017,Male,Part-time,,,,"Electricity, gas, steam and air conditioning supply",x,unacceptable
2017,Male,Part-time,,,,Financial and insurance activities,x,unacceptable
2017,Male,Part-time,,,,Human health and social work activities,11316,reasonably precise
2017,Male,Part-time,,,,Information and communication,x,unacceptable
2017,Male,Part-time,,,,Manufacturing,14949,reasonably precise
2017,Male,Part-time,,,,Mining and quarrying,x,unacceptable
2017,Male,Part-time,,,,Other service activities,x,unacceptable
2017,Male,Part-time,,,,"Professional, scientific and technical activities",10646,acceptable
2017,Male,Part-time,,,,Public administration and defence; compulsory social security,x,unacceptable
2017,Male,Part-time,,,,Real estate activities,8979,acceptable
2017,Male,Part-time,,,,Transportation and storage,14589,reasonably precise
2017,Male,Part-time,,,,"Water supply; sewerage, waste management and remediation activities",x,unacceptable
2017,Male,Part-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,9103,
2017,Male,Part-time,,,,,9586,
2017,Male,,16-17,,,,x,unacceptable
2017,Male,,18-21,,,,12095,
2017,Male,,22-29,,,,22763,
2017,Male,,30-39,,,,30248,
2017,Male,,40-49,,,,33806,
2017,Male,,50-59,,,,32464,
2017,Male,,60+,,,,24221,
2017,Male,,,East,Administrative and secretarial occupations,,22335,reasonably precise
2017,Male,,,East,Associate professional and technical occupations,,33617,
2017,Male,,,East,"Caring, leisure and other service occupations",,16973,acceptable
2017,Male,,,East,Elementary occupations,,18435,
2017,Male,,,East,"Managers, directors and senior officials",,43169,reasonably precise
2017,Male,,,East,"Process, plant and machine operatives",,24795,
2017,Male,,,East,Professional occupations,,40000,
2017,Male,,,East,Sales and customer service occupations,,16615,reasonably precise
2017,Male,,,East,Skilled trades occupations,,27203,
2017,Male,,,East,,,28888,
2017,Male,,,East Midlands,Administrative and secretarial occupations,,21042,
2017,Male,,,East Midlands,Associate professional and technical occupations,,30720,
2017,Male,,,East Midlands,"Caring, leisure and other service occupations",,16792,reasonably precise
2017,Male,,,East Midlands,Elementary occupations,,18558,
2017,Male,,,East Midlands,"Managers, directors and senior officials",,39926,reasonably precise
2017,Male,,,East Midlands,"Process, plant and machine operatives",,23309,
2017,Male,,,East Midlands,Professional occupations,,37872,
2017,Male,,,East Midlands,Sales and customer service occupations,,16647,reasonably precise
2017,Male,,,East Midlands,Skilled trades occupations,,25935,
2017,Male,,,East Midlands,,,26438,
2017,Male,,,London,Administrative and secretarial occupations,,27240,
2017,Male,,,London,Associate professional and technical occupations,,40178,
2017,Male,,,London,"Caring, leisure and other service occupations",,20910,reasonably precise
2017,Male,,,London,Elementary occupations,,19574,
2017,Male,,,London,"Managers, directors and senior officials",,66149,
2017,Male,,,London,"Process, plant and machine operatives",,30399,
2017,Male,,,London,Professional occupations,,46931,
2017,Male,,,London,Sales and customer service occupations,,16818,
2017,Male,,,London,Skilled trades occupations,,28440,reasonably precise
2017,Male,,,London,,,37722,
2017,Male,,,North East,Administrative and secretarial occupations,,20123,
2017,Male,,,North East,Associate professional and technical occupations,,30516,reasonably precise
2017,Male,,,North East,"Caring, leisure and other service occupations",,18602,reasonably precise
2017,Male,,,North East,Elementary occupations,,18344,reasonably precise
2017,Male,,,North East,"Managers, directors and senior officials",,37832,reasonably precise
2017,Male,,,North East,"Process, plant and machine operatives",,24211,
2017,Male,,,North East,Professional occupations,,37443,
2017,Male,,,North East,Sales and customer service occupations,,17714,reasonably precise
2017,Male,,,North East,Skilled trades occupations,,26080,
2017,Male,,,North East,,,26117,
2017,Male,,,North West,Administrative and secretarial occupations,,21431,
2017,Male,,,North West,Associate professional and technical occupations,,32908,reasonably precise
2017,Male,,,North West,"Caring, leisure and other service occupations",,17232,reasonably precise
2017,Male,,,North West,Elementary occupations,,17625,
2017,Male,,,North West,"Managers, directors and senior officials",,37777,reasonably precise
2017,Male,,,North West,"Process, plant and machine operatives",,23891,
2017,Male,,,North West,Professional occupations,,38041,
2017,Male,,,North West,Sales and customer service occupations,,15963,
2017,Male,,,North West,Skilled trades occupations,,25305,
2017,Male,,,North West,,,26656,
2017,Male,,,Northern Ireland,,,24324,
2017,Male,,,Scotland,Administrative and secretarial occupations,,22071,reasonably precise
2017,Male,,,Scotland,Associate professional and technical occupations,,32348,
2017,Male,,,Scotland,"Caring, leisure and other service occupations",,18201,reasonably precise
2017,Male,,,Scotland,Elementary occupations,,18364,
2017,Male,,,Scotland,"Managers, directors and senior officials",,44302,
2017,Male,,,Scotland,"Process, plant and machine operatives",,24467,reasonably precise
2017,Male,,,Scotland,Professional occupations,,37993,
2017,Male,,,Scotland,Sales and customer service occupations,,16567,
2017,Male,,,Scotland,Skilled trades occupations,,27094,
2017,Male,,,Scotland,,,28207,
2017,Male,,,South East,Administrative and secretarial occupations,,23412,reasonably precise
2017,Male,,,South East,Associate professional and technical occupations,,35167,
2017,Male,,,South East,"Caring, leisure and other service occupations",,17642,reasonably precise
2017,Male,,,South East,Elementary occupations,,18822,
2017,Male,,,South East,"Managers, directors and senior officials",,44951,
2017,Male,,,South East,"Process, plant and machine operatives",,25342,
2017,Male,,,South East,Professional occupations,,41353,
2017,Male,,,South East,Sales and customer service occupations,,16538,
2017,Male,,,South East,Skilled trades occupations,,27399,
2017,Male,,,South East,,,30433,
